Dokumen,Layout,Doc Type,Bahasa,Special Issue,Skor Komposit (0–100)*|JS,Skor Komposit (0–100)*|Python,Skor Komposit (0–100)*|Diff,Text Edit ↓|JS,Text Edit ↓|Python,Text Edit ↓|Diff,Text CER ↓|JS,Text CER ↓|Python,Text CER ↓|Diff,Formula Edit ↓|JS,Formula Edit ↓|Python,Formula Edit ↓|Diff,Table TEDS ↑|JS,Table TEDS ↑|Python,Table TEDS ↑|Diff,Table TEDS-S ↑|JS,Table TEDS-S ↑|Python,Table TEDS-S ↑|Diff,Reading Order Edit ↓|JS,Reading Order Edit ↓|Python,Reading Order Edit ↓|Diff,Coverage F1 ↑|JS,Coverage F1 ↑|Python,Coverage F1 ↑|Diff,BBox IoU ↑|JS,BBox IoU ↑|Python,BBox IoU ↑|Diff
magazine_TheEconomist.2023.12.02_page_028,other_layout,magazine,english,"table_fewer_line, table_horizontal, table_span",79.58,81.62,-2.0400000000000063,0.2042,0.1838,0.0204,0.2045,0.1841,0.020399999999999974,,,,,,,,,,0.2222,0.0,0.2222,0.6897,0.8276,-0.13790000000000002,0.8495,0.8609,-0.011399999999999966
magazine_TheEconomist.2023.12.02_page_056,other_layout,magazine,english,,44.11,82.74,-38.629999999999995,0.5589,0.1726,0.3863,1.2278,0.2043,1.0235,,,,,,,,,,0.2222,0.0523,0.1699,0.8571,0.8571,0.0,0.2705,0.8978,-0.6273
magazine_TheEconomist.2023.12.09_page_015,other_layout,magazine,english,,81.09,82.16,-1.0699999999999932,0.1891,0.1784,0.010699999999999987,0.3289,0.3114,0.017500000000000016,,,,,,,,,,0.0,0.0,0.0,0.8,0.7692,0.03080000000000005,0.6464,0.6402,0.006199999999999983
magazine_TheEconomist.2023.12.16_page_037,other_layout,magazine,english,"table_fewer_line, table_horizontal",76.15,76.18,-0.030000000000001137,0.2385,0.2382,0.0002999999999999947,0.4927,0.4923,0.00040000000000001146,,,,,,,,,,0.0,0.0,0.0,0.9286,0.9286,0.0,0.7793,0.7893,-0.010000000000000009
magazine_TheEconomist.2023.12.23_page_052,1andmore_column,magazine,english,,94.63,96.16,-1.5300000000000011,0.0537,0.0384,0.015300000000000001,0.0537,0.0384,0.015300000000000001,,,,,,,,,,0.0,0.0,0.0,0.9333,0.9333,0.0,0.9474,0.9697,-0.022299999999999986
magazine_TheEconomist.2023.12.23_page_060,other_layout,magazine,english,,69.06,68.97,0.09000000000000341,0.3094,0.3103,-0.0009000000000000119,0.3849,0.4012,-0.01629999999999998,,,,,,,,,,0.1084,0.0584,0.049999999999999996,0.9,0.95,-0.04999999999999993,0.901,0.9528,-0.05179999999999996
magazine_TheEconomist.2024.02.24_page_068,three_column,magazine,english,,91.48,92.78,-1.2999999999999972,0.0852,0.0722,0.012999999999999998,0.0915,0.0783,0.013200000000000003,,,,,,,,,,0.0692,0.0,0.0692,0.9565,1.0,-0.04349999999999998,0.9458,0.9492,-0.0034000000000000696
magazine_TheEconomist.2024.03.02_page_032,other_layout,magazine,english,,95.09,94.47,0.6200000000000045,0.0491,0.0553,-0.006200000000000004,0.0491,0.0553,-0.006200000000000004,,,,,,,,,,0.0292,0.0,0.0292,0.8571,0.9268,-0.06969999999999998,0.8931,0.9216,-0.02849999999999997
newspaper_06b975dbc47dc2dc2a3a1468293f6a2c_1,other_layout,newspaper,simplified_chinese,,38.87,71.48,-32.61000000000001,0.6113,0.2852,0.32609999999999995,2.0769,0.9193,1.1576000000000002,,,,,,,,,,0.0956,0.0196,0.07600000000000001,0.8939,0.9008,-0.006900000000000017,0.4,0.8851,-0.4851
newspaper_0b86dae4d8f328a0e79d9ac394000dec_1,other_layout,newspaper,simplified_chinese,,37.99,79.95,-41.96,0.6201,0.2005,0.4196,1.2643,0.4567,0.8076,,,,,,,,,,0.1845,0.0061,0.1784,0.8506,0.9195,-0.06889999999999996,0.3173,0.8718,-0.5545
newspaper_0ce88e1e131aef7a59d0533be36870de_1,other_layout,newspaper,simplified_chinese,,51.23,67.5,-16.270000000000003,0.4877,0.325,0.1627,2.9351,1.0868,1.8482999999999998,,,,,,,,,,0.2039,0.0009,0.20299999999999999,0.864,0.944,-0.07999999999999996,0.4569,0.7602,-0.3033
newspaper_17f81b80831d8d58564b9c8e3cf79261_1,other_layout,newspaper,simplified_chinese,,57.42,79.3,-21.879999999999995,0.4258,0.207,0.21880000000000002,2.7258,0.4832,2.2426,,,,,,,,,,0.0697,0.0366,0.0331,0.8431,0.8073,0.03579999999999994,0.5396,0.74,-0.20040000000000002
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_13,three_column,newspaper,english,,98.38,98.84,-0.46000000000000796,0.0162,0.0116,0.0046,0.0162,0.0117,0.004499999999999999,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9422,0.9422,0.0
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_18,other_layout,newspaper,english,,82.53,83.08,-0.5499999999999972,0.2112,0.1832,0.027999999999999997,0.5802,0.5603,0.01990000000000003,,,,0.8618,0.8448,0.017000000000000015,0.9671,0.9671,0.0,0.0,0.0,0.0,0.8462,0.8462,0.0,0.84,0.8398,0.00019999999999997797
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_6,three_column,newspaper,english,,98.4,99.03,-0.6299999999999955,0.016,0.0097,0.0063,0.016,0.0097,0.0063,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9368,0.9368,0.0
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_7,three_column,newspaper,english,,84.35,84.62,-0.27000000000001023,0.1565,0.1538,0.002700000000000008,0.3735,0.3742,-0.0006999999999999784,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9452,0.9452,0.0
newspaper_401c73055b88a62c479edd3d490cea8a_1,other_layout,newspaper,simplified_chinese,,33.37,75.41,-42.04,0.6663,0.2459,0.4204,1.5136,0.3357,1.1779000000000002,,,,,,,,,,0.1602,0.0,0.1602,0.967,0.967,0.0,0.3111,0.8113,-0.5002
newspaper_4b4ad1f6cba28a4844d7ffa9306223a4_1,other_layout,newspaper,simplified_chinese,,25.04,75.94,-50.9,0.7496,0.2406,0.509,1.9573,0.3219,1.6354,,,,,,,,,,0.2051,0.0,0.2051,0.8911,0.9126,-0.021499999999999964,0.2854,0.8478,-0.5624
newspaper_7746db2ad2ea24c827eac60244375bbf_1,other_layout,newspaper,simplified_chinese,,13.74,49.48,-35.739999999999995,0.8626,0.5052,0.35740000000000005,2.4356,1.1668,1.2688,,,,,,,,,,0.3211,0.0721,0.249,0.8642,0.8889,-0.024700000000000055,0.0986,0.54,-0.4414
newspaper_87769622e073730af94822416c60c710_1,other_layout,newspaper,simplified_chinese,,22.35,81.53,-59.18,0.7765,0.1847,0.5918,3.3145,0.2882,3.0263,,,,,,,,,,0.2242,0.0107,0.21350000000000002,0.8874,0.8645,0.02289999999999992,0.1807,0.8331,-0.6524
newspaper_9bb9e05d38b370251a4b0a8d070d1d55_1,other_layout,newspaper,simplified_chinese,,66.47,69.64,-3.1700000000000017,0.3353,0.3036,0.031700000000000006,0.4525,0.5448,-0.09229999999999994,,,,,,,,,,0.129,0.0,0.129,0.777,0.9928,-0.2158,0.6807,0.8981,-0.21740000000000004
newspaper_Chicago Tribune_0801@magazinesclubnew_page_019,other_layout,newspaper,english,"table_fewer_line, table_horizontal, table_span",21.34,69.28,-47.94,0.7849,0.2508,0.5341,2.3137,0.3754,1.9383,,,,0.2118,0.6364,-0.4246,0.4327,0.7593,-0.3266,0.2596,0.0176,0.242,0.7821,0.7821,0.0,0.0795,0.7513,-0.6718
newspaper_Chicago Tribune_0801@magazinesclubnew_page_032,other_layout,newspaper,english,"table_full_line, table_horizontal, table_with_img",89.24,89.46,-0.21999999999999886,0.1076,0.1054,0.0022000000000000075,0.2159,0.2073,0.008599999999999997,,,,,,,,,,0.0667,0.016,0.050699999999999995,0.885,0.9558,-0.07079999999999997,0.8458,0.8474,-0.0016000000000000458
newspaper_Daily Mirror 2025-1-8@magazinesclubnew_page_034,other_layout,newspaper,english,colorful_backgroud,75.89,81.04,-5.150000000000006,0.2411,0.1896,0.05150000000000002,0.3923,0.3111,0.0812,,,,,,,,,,0.0025,0.0325,-0.030000000000000002,1.0,0.9574,0.04259999999999997,0.8333,0.9196,-0.08629999999999993
newspaper_Daily Mirror 2025-1-8@magazinesclubnew_page_058,other_layout,newspaper,english,"table_wireless_line, table_horizontal",68.0,78.59,-10.590000000000003,0.32,0.2141,0.1059,1.1866,0.46,0.7266000000000001,,,,,,,,,,0.0302,0.015,0.015200000000000002,0.8602,0.8387,0.021499999999999964,0.7735,0.8252,-0.05170000000000008
newspaper_NY Daily News_August 1@magazinesclubnew_page_007,other_layout,newspaper,english,,89.01,84.18,4.829999999999998,0.1099,0.1582,-0.04830000000000001,0.4654,0.4159,0.04949999999999999,,,,,,,,,,0.0392,0.0,0.0392,0.9577,0.9859,-0.028200000000000003,0.8857,0.9023,-0.016599999999999948
newspaper_The Guardian UK_0801@magazinesclubnew_page_051,other_layout,newspaper,english,,90.37,88.22,2.1500000000000057,0.0963,0.1178,-0.021500000000000005,0.151,0.1694,-0.0184,,,,,,,,,,0.0921,0.0444,0.0477,0.8148,0.8395,-0.024700000000000055,0.8939,0.9002,-0.006299999999999972
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_003,other_layout,newspaper,english,,60.95,88.55,-27.599999999999994,0.3905,0.1145,0.276,0.5288,0.17,0.3588,,,,,,,,,,0.0966,0.011,0.08560000000000001,0.9494,0.9114,0.038000000000000034,0.4595,0.8905,-0.43099999999999994
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_025,other_layout,newspaper,english,"table_full_line, table_horizontal, table_with_img",42.77,61.71,-18.939999999999998,0.2855,0.1079,0.17759999999999998,0.8221,0.1376,0.6845000000000001,,,,0.1408,0.3421,-0.2013,0.1975,0.4261,-0.22859999999999997,0.1064,0.0474,0.059,0.6195,0.6467,-0.027200000000000002,0.4401,0.6548,-0.21470000000000006
newspaper_bf784eedb0c377adb9a0f286954af785_1,three_column,newspaper,english,,84.98,86.17,-1.1899999999999977,0.1502,0.1383,0.011899999999999994,0.1605,0.1485,0.01200000000000001,,,,,,,,,,0.0,0.0,0.0,0.525,0.525,0.0,0.7733,0.7733,0.0
newspaper_bf784eedb0c377adb9a0f286954af785_2,other_layout,newspaper,english,,56.53,56.03,0.5,0.0714,0.0676,0.0038000000000000117,0.1438,0.1417,0.0021000000000000185,,,,0.2021,0.1882,0.013899999999999996,0.2917,0.2917,0.0,0.0,0.0,0.0,0.8852,0.8852,0.0,0.8643,0.8643,0.0
newspaper_dd99f17cad0992a54fdf424b1c5e86ee_1,other_layout,newspaper,simplified_chinese,,72.99,74.36,-1.3700000000000045,0.2701,0.2564,0.01369999999999999,0.9436,0.5064,0.43720000000000003,,,,,,,,,,0.1201,0.02,0.1001,0.7904,0.9581,-0.16769999999999996,0.7075,0.7302,-0.022699999999999942
newspaper_e3842a5681ef54c62a58804adec06c3f_1,other_layout,newspaper,simplified_chinese,,71.31,78.36,-7.049999999999997,0.2869,0.2164,0.07049999999999998,1.0963,0.468,0.6283000000000001,,,,,,,,,,0.1426,0.0253,0.1173,0.8571,0.9412,-0.08410000000000006,0.7225,0.8079,-0.08539999999999992
newspaper_e6083de4647ef28434cb6a598b073ae4_1,other_layout,newspaper,simplified_chinese,,43.08,81.08,-38.0,0.5692,0.1892,0.38,1.9464,0.3754,1.571,,,,,,,,,,0.1403,0.0017,0.1386,0.8793,0.9391,-0.059800000000000075,0.4467,0.8998,-0.45310000000000006
newspaper_eb569707cf5621d4c71d5898216cdb17_1,other_layout,newspaper,simplified_chinese,,24.72,61.74,-37.02,0.7528,0.3826,0.37020000000000003,2.9316,0.508,2.4236,,,,,,,,,,0.2508,0.0059,0.24490000000000003,0.9155,0.951,-0.035499999999999976,0.2386,0.7598,-0.5212
newspaper_ef5c785d9cc21ccf6b73d143f231b5c5_1,other_layout,newspaper,simplified_chinese,,79.9,77.89,2.010000000000005,0.201,0.2211,-0.02009999999999998,0.3182,0.5358,-0.21760000000000007,,,,,,,,,,0.1074,0.0035,0.10389999999999999,0.72,0.8955,-0.1755,0.7964,0.8632,-0.06679999999999997
newspaper_f36d00fe3544ae72725aac9dc7f19aa8_1,other_layout,newspaper,simplified_chinese,,47.52,74.05,-26.529999999999994,0.5248,0.2595,0.26530000000000004,1.3617,0.7118,0.6498999999999999,,,,,,,,,,0.1542,0.0,0.1542,0.8994,0.9651,-0.06569999999999998,0.4672,0.8598,-0.3926
newspaper_fe5ed29024932fad071afc53807b16ba_1,three_column,newspaper,english,,87.24,80.81,6.429999999999993,0.1276,0.1919,-0.0643,0.2323,0.3828,-0.15049999999999997,,,,,,,,,,0.0,0.0,0.0,0.8519,0.8519,0.0,0.8284,0.8285,-9.999999999998899e-05
newspaper_fe5ed29024932fad071afc53807b16ba_5,three_column,newspaper,english,,90.45,84.25,6.200000000000003,0.0955,0.1575,-0.062,0.1778,0.2643,-0.08649999999999997,,,,,,,,,,0.0,0.0,0.0,0.8679,0.8679,0.0,0.8758,0.8787,-0.0029000000000000137
notes_1ba14cb325bc448f7201b20502ecf2b5_12,single_column,note,simplified_chinese,,85.84,84.52,1.3200000000000074,0.2766,0.2884,-0.011799999999999977,0.2766,0.2891,-0.012500000000000011,,,,0.9933,0.9788,0.014499999999999957,1.0,1.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.0,0.7824,0.8161,-0.03370000000000006
notes_1ba14cb325bc448f7201b20502ecf2b5_124,single_column,note,simplified_chinese,,86.11,86.88,-0.769999999999996,0.1389,0.1312,0.007699999999999985,0.1398,0.1314,0.008400000000000019,,,,,,,,,,0.0,0.0,0.0,0.9333,0.9333,0.0,0.8951,0.9126,-0.01749999999999996
notes_1ba14cb325bc448f7201b20502ecf2b5_16,single_column,note,simplified_chinese,,28.83,29.9,-1.0700000000000003,0.4891,0.48,0.009099999999999997,5.9154,5.72,0.19540000000000024,0.9344,0.922,0.012399999999999967,,,,,,,0.0,0.0,0.0,0.6452,0.6452,0.0,0.7193,0.757,-0.037699999999999956
notes_1ba14cb325bc448f7201b20502ecf2b5_30,single_column,note,simplified_chinese,,82.82,82.82,0.0,0.2484,0.2484,0.0,0.2484,0.2484,0.0,,,,0.9048,0.9048,0.0,0.9286,0.9286,0.0,0.0,0.0,0.0,0.8571,0.8571,0.0,0.7578,0.7744,-0.016599999999999948
notes_1ba14cb325bc448f7201b20502ecf2b5_53,single_column,note,simplified_chinese,,79.23,79.56,-0.3299999999999983,0.1461,0.1416,0.004500000000000004,0.1461,0.1416,0.004500000000000004,,,,0.7308,0.7328,-0.0020000000000000018,0.7885,0.7885,0.0,0.0,0.0,0.0,0.9412,0.9412,0.0,0.7843,0.8162,-0.03190000000000004
notes_1ba14cb325bc448f7201b20502ecf2b5_56,single_column,note,simplified_chinese,,80.49,81.09,-0.6000000000000085,0.3346,0.3227,0.011900000000000022,0.3346,0.3227,0.011900000000000022,,,,0.9444,0.9444,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6364,0.6364,0.0,0.6944,0.7133,-0.018900000000000028
notes_1ba14cb325bc448f7201b20502ecf2b5_57,single_column,note,simplified_chinese,,99.0,80.6,18.400000000000006,,,,,,,,,,0.99,0.806,0.18399999999999994,1.0,0.8235,0.1765,,,,1.0,1.0,0.0,0.9786,0.9816,-0.0030000000000000027
notes_1ba14cb325bc448f7201b20502ecf2b5_75,single_column,note,simplified_chinese,,57.7,58.4,-0.6999999999999957,0.3118,0.3007,0.011099999999999999,0.3118,0.3007,0.011099999999999999,,,,0.4659,0.4687,-0.0028000000000000247,0.5556,0.5556,0.0,0.0,0.0,0.0,0.7619,0.7619,0.0,0.7389,0.7767,-0.037799999999999945
notes_1ba14cb325bc448f7201b20502ecf2b5_78,single_column,note,simplified_chinese,,73.57,73.97,-0.4000000000000057,0.0697,0.0697,0.0,0.0697,0.0697,0.0,,,,0.5411,0.549,-0.007900000000000018,0.6181,0.6246,-0.006500000000000061,0.0,0.0,0.0,1.0,1.0,0.0,0.8544,0.8717,-0.017299999999999982
notes_1ba14cb325bc448f7201b20502ecf2b5_79,single_column,note,simplified_chinese,,73.91,74.8,-0.8900000000000006,0.0923,0.079,0.013299999999999992,0.0923,0.079,0.013299999999999992,,,,0.5705,0.575,-0.0044999999999999485,0.652,0.652,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9154,0.9291,-0.013700000000000045
notes_1ba14cb325bc448f7201b20502ecf2b5_82,single_column,note,simplified_chinese,,61.98,62.42,-0.44000000000000483,0.2774,0.2682,0.009199999999999986,0.2774,0.2682,0.009199999999999986,,,,0.5171,0.5165,0.0006000000000000449,0.625,0.625,0.0,0.0,0.0,0.0,0.9333,0.9333,0.0,0.8041,0.8308,-0.026699999999999946
notes_9e951846094758afac08c620144e3a76_15,single_column,note,simplified_chinese,,5.06,5.1,-0.040000000000000036,0.8987,0.8979,0.0008000000000000229,8.587,8.5109,0.07610000000000028,1.0,1.0,0.0,,,,,,,,,,0.1538,0.1538,0.0,0.0744,0.0743,9.999999999998899e-05
notes_f7f010b78016aeebd76e56d9283eb67f_119,single_column,note,en_ch_mixed,,97.08,92.28,4.799999999999997,0.0292,0.0772,-0.048,0.0295,0.0772,-0.047700000000000006,,,,,,,,,,0.0,0.0,0.0,0.9333,0.9333,0.0,0.8596,0.863,-0.0033999999999999586
notes_f7f010b78016aeebd76e56d9283eb67f_25,single_column,note,en_ch_mixed,,9.84,10.08,-0.2400000000000002,0.9016,0.8992,0.0023999999999999577,0.9016,0.8992,0.0023999999999999577,,,,,,,,,,,,,0.1818,0.1818,0.0,0.0953,0.0957,-0.0003999999999999976
notes_f7f010b78016aeebd76e56d9283eb67f_26,single_column,note,en_ch_mixed,,12.83,10.3,2.5299999999999994,0.8717,0.897,-0.02529999999999999,0.8717,0.897,-0.02529999999999999,,,,,,,,,,,,,0.1667,0.1667,0.0,0.114,0.1143,-0.0002999999999999947
notes_f7f010b78016aeebd76e56d9283eb67f_29,single_column,note,en_ch_mixed,,75.22,83.64,-8.420000000000002,0.2478,0.1636,0.0842,0.2531,0.1673,0.08579999999999999,,,,,,,,,,0.0182,0.0,0.0182,1.0,1.0,0.0,0.7789,0.944,-0.1650999999999999
notes_f7f010b78016aeebd76e56d9283eb67f_31,single_column,note,en_ch_mixed,,59.42,57.08,2.3400000000000034,0.4058,0.4292,-0.023400000000000032,0.5851,0.6085,-0.023400000000000087,,,,,,,,,,0.0,0.0,0.0,0.5926,0.5926,0.0,0.5603,0.5591,0.0011999999999999789
notes_f7f010b78016aeebd76e56d9283eb67f_5,single_column,note,english,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
notes_f7f010b78016aeebd76e56d9283eb67f_50,single_column,note,en_ch_mixed,,50.59,50.44,0.15000000000000568,0.3945,0.3973,-0.002799999999999969,0.3945,0.3973,-0.002799999999999969,,,,0.4064,0.4061,0.00029999999999996696,1.0,1.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.7334,0.7398,-0.006399999999999961
notes_f7f010b78016aeebd76e56d9283eb67f_53,single_column,note,en_ch_mixed,,46.48,45.69,0.7899999999999991,0.5352,0.5431,-0.007900000000000018,0.5352,0.5431,-0.007900000000000018,,,,,,,,,,,,,0.4,0.4,0.0,0.4333,0.4348,-0.0015000000000000013
notes_f7f010b78016aeebd76e56d9283eb67f_67,single_column,note,en_ch_mixed,,61.42,31.85,29.57,0.3858,0.6815,-0.2957,0.9173,1.2027,-0.2854000000000001,,,,,,,,,,0.0,0.0,0.0,0.6667,0.6667,0.0,0.6552,0.2838,0.3714
notes_f7f010b78016aeebd76e56d9283eb67f_69,single_column,note,en_ch_mixed,,34.85,94.26,-59.410000000000004,0.6515,0.0574,0.5941,0.7735,0.0584,0.7151,,,,,,,,,,0.2245,0.0,0.2245,0.96,1.0,-0.040000000000000036,0.1248,0.7989,-0.6741
notes_f7f010b78016aeebd76e56d9283eb67f_72,single_column,note,en_ch_mixed,,44.13,89.84,-45.71,0.5587,0.1016,0.45709999999999995,0.6172,0.102,0.5152,,,,,,,,,,0.1702,0.0188,0.15139999999999998,0.9808,0.9808,0.0,0.2697,0.8006,-0.5308999999999999
notes_f7f010b78016aeebd76e56d9283eb67f_91,single_column,note,simplified_chinese,,83.05,83.69,-0.6400000000000006,0.1695,0.1631,0.006400000000000017,0.1701,0.1631,0.007000000000000006,,,,,,,,,,0.0,0.0,0.0,0.75,0.75,0.0,0.7634,0.7714,-0.008000000000000007
notes_f7f010b78016aeebd76e56d9283eb67f_92,single_column,note,simplified_chinese,,85.91,85.95,-0.04000000000000625,0.1409,0.1405,0.0003999999999999837,0.1411,0.1407,0.00040000000000001146,,,,,,,,,,0.0,0.0,0.0,0.8,0.8,0.0,0.7042,0.7083,-0.0040999999999999925
notes_f7f010b78016aeebd76e56d9283eb67f_94,single_column,note,en_ch_mixed,,90.08,91.01,-0.9300000000000068,0.0992,0.0899,0.009300000000000003,0.1061,0.0959,0.0102,,,,,,,,,,0.0,0.0,0.0,0.9524,0.9524,0.0,0.8164,0.8387,-0.022299999999999986
page-00b6ac57-4466-4eb0-937d-bb29a44fa0d3,other_layout,PPT2PDF,en_ch_mixed,,11.77,21.26,-9.490000000000002,0.7646,0.5749,0.18969999999999998,1.858,1.5958,0.2622,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.1892,0.04779999999999998,0.9545,0.8636,0.09089999999999998,0.1904,0.3815,-0.1911
page-05746fc5-2045-4dea-94e7-4bbab648d702,single_column,academic_literature,english,,53.77,54.19,-0.4199999999999946,0.3272,0.3295,-0.0023000000000000242,0.4029,0.5419,-0.13900000000000007,0.5974,0.5867,0.010700000000000043,,,,,,,0.0,0.0,0.0,0.9286,0.9286,0.0,0.8702,0.8751,-0.0049000000000000155
page-062fc21c-6b9c-40be-8d0e-7a617509a9bc,single_column,book,simplified_chinese,,60.48,60.62,-0.14000000000000057,0.3952,0.3938,0.0014000000000000123,0.3954,0.3938,0.0015999999999999903,,,,,,,,,,0.0,0.0,0.0,0.9091,0.9091,0.0,0.7402,0.7467,-0.006500000000000061
page-07088b2f-f9d6-4c38-9c97-d7f98bc3d556,other_layout,historical_document,traditional_chinese,"fuzzy_content, geometric_deformation",33.15,33.57,-0.4200000000000017,0.6685,0.6643,0.0041999999999999815,0.7085,2.1296,-1.4211,,,,,,,,,,0.0,0.0953,-0.0953,0.2128,0.3846,-0.1718,0.462,0.3886,0.07340000000000002
page-0b011030-84e4-49e3-adfb-437c96b9947d,single_column,academic_literature,en_ch_mixed,,93.65,93.57,0.0800000000000125,0.0635,0.0643,-0.0007999999999999952,0.0642,0.0646,-0.00040000000000001146,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9542,0.9625,-0.008299999999999974
page-0b772bee-71ec-4d4a-a406-d7691b1a6e86,other_layout,magazine,other,colorful_backgroud,34.63,14.64,19.990000000000002,0.6537,0.8536,-0.19990000000000008,1.8339,1.6717,0.16220000000000012,,,,,,,,,,0.0,0.0,0.0,0.4286,0.5806,-0.15200000000000002,0.1961,0.2129,-0.01680000000000001
page-0c8b5994-685d-4b1b-816a-74f43aff8a53,other_layout,colorful_textbook,simplified_chinese,,68.62,68.57,0.05000000000001137,0.3138,0.3143,-0.0005000000000000004,0.3138,0.3146,-0.0007999999999999674,,,,,,,,,,0.0,0.0,0.0,0.7586,0.7586,0.0,0.7305,0.7323,-0.0017999999999999128
page-0cbdcfa9-3248-4e54-8704-2bc73e6d29e7,single_column,academic_literature,english,,85.52,54.71,30.809999999999995,0.1455,0.0046,0.1409,0.1455,0.0046,0.1409,,,,0.8559,0.0989,0.757,0.8692,0.157,0.7121999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.8726,0.8726,0.0
page-112859dc-07d9-473a-a027-94904db8fd84,single_column,research_report,simplified_chinese,,75.13,77.01,-1.8800000000000097,0.0843,0.3214,-0.23710000000000003,0.0847,0.4341,-0.3494,,,,0.587,0.8616,-0.27460000000000007,0.7727,1.0,-0.22729999999999995,0.0,0.0,0.0,1.0,1.0,0.0,0.9207,0.9242,-0.0035000000000000586
page-141c2c16-4b50-4c3b-a64b-3e2fd8bb4002,single_column,book,en_ch_mixed,,90.67,92.22,-1.5499999999999972,0.0933,0.0778,0.0155,0.0933,0.0778,0.0155,,,,,,,,,,0.0,0.0,0.0,0.8571,1.0,-0.14290000000000003,0.9691,0.9721,-0.0030000000000000027
page-19300c18-7995-4099-a94c-b4c61d7622cb,other_layout,magazine,other,,92.75,89.36,3.3900000000000006,0.0725,0.1064,-0.0339,0.0725,0.1398,-0.06730000000000001,,,,,,,,,,0.1212,0.0,0.1212,0.8333,0.9565,-0.12319999999999998,0.9327,0.8626,0.07009999999999994
page-1ce383cc-63a3-43c9-b6f2-7498a952b65c,single_column,academic_literature,english,,36.65,36.79,-0.14000000000000057,0.3346,0.3298,0.0048000000000000265,0.7831,0.7974,-0.01429999999999998,0.9324,0.9344,-0.0020000000000000018,,,,,,,0.0,0.0,0.0,0.64,0.64,0.0,0.7968,0.7968,0.0
page-1cecd66d-3563-422a-a204-999bba0bb528,single_column,academic_literature,english,,91.49,93.19,-1.7000000000000028,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8298,0.8637,-0.03390000000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8175,0.9394,-0.12190000000000001
page-1f03d0f2-1166-4b9b-9609-94bf8bfd29b2,single_column,academic_literature,simplified_chinese,,87.49,88.71,-1.2199999999999989,0.1537,0.1218,0.0319,0.1537,0.1218,0.0319,,,,0.9034,0.896,0.007399999999999962,0.96,0.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9514,0.9477,0.0037000000000000366
page-21967f5d-667d-488e-a5b3-76b9d6f53656,single_column,book,english,,34.31,34.25,0.060000000000002274,0.3764,0.3778,-0.0014000000000000123,1.9308,2.0079,-0.07709999999999972,0.9374,0.9372,0.00019999999999997797,,,,,,,0.0,0.0,0.0,0.5,0.5,0.0,0.5777,0.5777,0.0
page-2329f04a-41b3-435b-993a-a0652294b07d,single_column,book,english,,75.38,75.83,-0.45000000000000284,0.1502,0.1412,0.009000000000000008,0.1503,0.1413,0.00899999999999998,0.3421,0.3421,0.0,,,,,,,0.0,0.0,0.0,0.7778,0.7778,0.0,0.9634,0.9636,-0.00019999999999997797
page-25bb22df-f066-42ea-b1a9-e283ec22a303,single_column,book,en_ch_mixed,,52.47,46.02,6.449999999999996,0.4753,0.5398,-0.06449999999999995,0.6982,0.8011,-0.10289999999999999,,,,,,,,,,0.0684,0.1285,-0.0601,0.9231,0.9565,-0.033399999999999985,0.7851,0.8297,-0.04459999999999997
page-27a46d41-49b5-4562-a546-6cbbafd23a81,single_column,book,english,,49.72,49.62,0.10000000000000142,0.3886,0.3913,-0.00269999999999998,0.6256,0.7444,-0.1187999999999999,0.617,0.6162,0.0008000000000000229,,,,,,,0.0,0.0,0.0,0.9,0.9,0.0,0.7658,0.7845,-0.01869999999999994
page-28657a85-95cc-4bfa-8156-cc98518a0b4c,single_column,academic_literature,simplified_chinese,,62.59,63.14,-0.5499999999999972,0.1844,0.1703,0.014100000000000001,0.2208,0.2054,0.015399999999999997,0.9114,0.9091,0.0022999999999999687,0.9736,0.9736,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9304,0.9387,-0.008299999999999974
